aX,aY,aZ,gX,gY,gZ
-0.041,-0.620,1.072,96.255,138.255,-9.716
-0.042,-0.609,1.053,100.147,137.629,-10.177
-0.045,-0.597,1.033,103.208,135.912,-10.593
-0.049,-0.583,1.013,105.260,134.963,-10.944
-0.054,-0.568,0.993,106.406,133.858,-11.185
-0.058,-0.554,0.972,106.695,132.566,-11.338
-0.063,-0.539,0.952,106.483,131.096,-11.462
-0.068,-0.524,0.932,105.815,129.443,-11.573
-0.074,-0.510,0.915,104.750,127.497,-11.723
-0.080,-0.495,0.899,103.396,125.456,-11.961
-0.086,-0.481,0.883,101.794,123.367,-12.284
-0.092,-0.469,0.869,100.022,121.311,-12.565
-0.098,-0.458,0.854,98.234,119.330,-12.730
-0.104,-0.448,0.841,96.462,117.428,-12.761
-0.111,-0.437,0.827,94.692,115.601,-12.651
-0.117,-0.427,0.814,92.932,113.863,-12.403
-0.123,-0.417,0.801,91.182,112.219,-12.050
-0.129,-0.407,0.788,89.447,110.660,-11.612
-0.137,-0.396,0.775,87.734,109.131,-11.191
-0.145,-0.385,0.762,86.027,107.552,-10.836
-0.154,-0.373,0.749,84.291,105.762,-10.559
-0.164,-0.361,0.736,82.514,103.788,-10.349
-0.175,-0.348,0.724,80.697,101.600,-10.190
-0.185,-0.336,0.714,78.890,99.266,-10.077
-0.196,-0.325,0.704,76.953,96.879,-9.983
-0.207,-0.313,0.695,74.741,94.481,-9.863
-0.218,-0.301,0.687,72.274,92.134,-9.692
-0.230,-0.290,0.679,69.558,89.684,-9.499
-0.241,-0.280,0.671,66.557,86.935,-9.261
-0.252,-0.270,0.664,63.349,84.005,-8.996
-0.263,-0.260,0.656,60.021,80.956,-8.689
-0.274,-0.251,0.649,56.623,77.721,-8.349
-0.285,-0.243,0.641,53.268,74.374,-8.003
-0.296,-0.234,0.634,49.998,72.120,-7.972
-0.305,-0.225,0.628,46.866,70.317,-7.940
-0.315,-0.217,0.623,44.006,68.413,-7.883
-0.326,-0.210,0.619,41.375,66.457,-7.835
-0.336,-0.202,0.615,38.861,64.510,-7.765
-0.346,-0.195,0.613,36.392,62.555,-7.642
-0.357,-0.187,0.611,33.911,60.571,-7.438
-0.367,-0.181,0.609,31.407,58.609,-7.096
-0.378,-0.174,0.607,29.011,56.694,-6.640
-0.388,-0.168,0.605,26.805,54.834,-6.047
-0.397,-0.163,0.603,24.811,53.044,-5.344
-0.407,-0.158,0.601,23.131,51.270,-4.602
-0.416,-0.154,0.599,21.800,49.537,-2.974
-0.425,-0.150,0.597,20.952,47.909,-2.170
-0.434,-0.147,0.596,20.435,46.345,-1.433
-0.443,-0.144,0.596,20.163,44.749,-0.797
-0.451,-0.141,0.596,20.057,43.118,-0.254
-0.459,-0.137,0.597,20.079,41.471,0.208
-0.467,-0.133,0.598,20.196,39.814,0.587
-0.476,-0.129,0.600,20.316,38.172,0.938
-0.484,-0.124,0.602,20.399,36.567,1.265
-0.492,-0.120,0.604,20.378,34.980,1.582
-0.499,-0.115,0.606,20.203,33.349,1.863
-0.507,-0.109,0.608,19.840,31.640,2.108
-0.515,-0.104,0.610,19.213,29.843,2.288
-0.523,-0.099,0.612,18.370,27.990,2.422
