aX,aY,aZ,gX,gY,gZ
-0.817,-0.430,0.497,21.665,24.728,-5.260
-0.815,-0.432,0.487,21.262,23.924,-4.903
-0.814,-0.434,0.477,20.726,23.179,-4.690
-0.813,-0.437,0.469,20.073,22.442,-4.536
-0.812,-0.440,0.460,19.388,21.717,-4.415
-0.811,-0.444,0.451,18.776,21.049,-4.298
-0.810,-0.448,0.443,18.261,20.484,-4.171
-0.808,-0.453,0.436,17.885,20.094,-4.040
-0.807,-0.458,0.428,17.594,19.930,-3.914
-0.805,-0.462,0.419,17.368,20.039,-3.805
-0.805,-0.466,0.410,17.164,20.270,-3.737
-0.805,-0.468,0.401,16.915,20.538,-3.732
-0.805,-0.471,0.392,16.585,20.733,-3.792
-0.806,-0.473,0.383,16.125,20.740,-3.909
-0.807,-0.475,0.375,15.532,20.573,-4.086
-0.807,-0.477,0.366,14.787,20.240,-4.313
-0.808,-0.480,0.358,14.003,19.780,-4.541
-0.808,-0.484,0.352,13.202,19.207,-4.774
-0.808,-0.487,0.346,12.434,18.603,-4.998
-0.808,-0.491,0.341,11.717,17.987,-5.180
-0.808,-0.495,0.336,11.060,17.383,-5.343
-0.808,-0.499,0.332,10.471,16.784,-5.499
-0.809,-0.503,0.328,9.939,16.175,-5.646
-0.810,-0.506,0.324,9.409,15.550,-5.771
-0.811,-0.509,0.321,8.871,14.908,-5.879
-0.812,-0.511,0.317,8.313,14.231,-5.964
-0.813,-0.514,0.314,7.731,13.533,-6.022
-0.814,-0.516,0.311,7.132,12.815,-6.040
-0.815,-0.518,0.308,6.543,12.081,-6.035
-0.816,-0.520,0.305,5.972,11.269,-6.001
-0.818,-0.523,0.303,5.439,10.443,-5.927
-0.819,-0.525,0.301,4.979,9.636,-5.823
-0.820,-0.528,0.299,4.641,8.882,-5.709
-0.821,-0.531,0.298,4.426,8.183,-5.604
-0.821,-0.534,0.297,4.331,7.594,-5.511
-0.822,-0.538,0.298,4.356,7.103,-5.420
-0.823,-0.540,0.298,4.561,6.740,-5.346
-0.824,-0.543,0.299,4.912,6.527,-5.292
-0.825,-0.545,0.300,5.376,6.493,-5.273
-0.826,-0.547,0.301,5.966,6.748,-5.272
-0.826,-0.549,0.301,6.679,7.180,-5.280
-0.827,-0.552,0.301,7.598,7.751,-5.297
-0.827,-0.554,0.300,8.658,8.419,-5.326
-0.828,-0.557,0.299,9.840,9.201,-5.348
-0.828,-0.559,0.297,11.127,10.041,-5.351
-0.828,-0.561,0.296,12.563,10.876,-5.326
-0.829,-0.562,0.294,14.034,11.678,-5.299
-0.829,-0.562,0.293,15.461,12.403,-5.268
-0.830,-0.562,0.293,16.772,12.973,-5.253
-0.831,-0.560,0.293,17.913,13.421,-5.279
-0.833,-0.558,0.293,18.731,13.749,-5.430
-0.834,-0.554,0.293,19.259,13.993,-5.703
-0.834,-0.551,0.294,19.558,14.184,-6.132
-0.835,-0.548,0.294,19.659,14.396,-6.749
-0.835,-0.546,0.294,19.584,14.693,-7.599
-0.835,-0.543,0.294,19.454,15.115,-8.599
-0.834,-0.542,0.293,19.325,15.787,-9.716
-0.832,-0.542,0.292,19.259,16.685,-10.907
-0.831,-0.543,0.290,19.334,17.809,-12.160
-0.829,-0.544,0.287,19.516,19.181,-13.414
-0.827,-0.545,0.284,19.829,20.848,-14.634
-0.824,-0.547,0.281,20.265,22.598,-15.843
-0.822,-0.548,0.278,20.772,24.334,-17.066
-0.821,-0.548,0.276,21.229,25.933,-18.300
-0.820,-0.548,0.274,21.527,27.359,-19.554
-0.819,-0.547,0.272,21.648,28.519,-20.858
-0.818,-0.547,0.271,21.626,29.436,-22.297
-0.817,-0.547,0.270,21.482,30.161,-23.808
-0.816,-0.549,0.265,21.301,30.782,-25.385
-0.814,-0.550,0.264,21.184,31.465,-26.992
-0.812,-0.554,0.263,21.252,32.300,-28.584
-0.808,-0.558,0.260,21.519,33.348,-30.087
-0.804,-0.562,0.258,22.004,34.785,-31.491
-0.800,-0.566,0.253,22.762,36.548,-32.748
-0.795,-0.571,0.248,23.960,38.564,-33.857
-0.790,-0.574,0.242,25.382,40.762,-34.863
-0.785,-0.577,0.237,26.942,42.833,-35.799
