aX,aY,aZ,gX,gY,gZ
-0.439,-0.876,-0.160,14.260,46.732,-0.178
-0.442,-0.875,-0.157,14.023,45.271,0.001
-0.446,-0.874,-0.153,13.727,43.861,0.199
-0.450,-0.873,-0.150,13.381,42.491,0.409
-0.454,-0.871,-0.147,12.948,41.147,0.612
-0.457,-0.870,-0.144,12.426,39.832,0.801
-0.460,-0.869,-0.142,11.912,38.564,0.962
-0.463,-0.869,-0.141,11.519,37.344,1.102
-0.466,-0.869,-0.141,11.234,36.162,1.244
-0.469,-0.869,-0.141,11.044,34.999,1.407
-0.471,-0.869,-0.139,10.944,33.841,1.593
-0.474,-0.868,-0.137,10.925,32.708,1.789
-0.476,-0.867,-0.135,10.962,31.626,1.980
-0.478,-0.866,-0.132,11.017,30.620,2.156
-0.479,-0.865,-0.131,11.041,29.694,2.325
-0.480,-0.865,-0.129,11.025,28.829,2.506
-0.482,-0.864,-0.129,10.959,28.000,2.701
-0.483,-0.863,-0.129,10.848,27.194,2.895
-0.485,-0.862,-0.130,10.670,26.393,3.087
-0.486,-0.862,-0.132,10.434,25.583,3.280
-0.487,-0.861,-0.134,10.150,24.754,3.464
-0.488,-0.861,-0.137,9.853,23.886,3.636
-0.489,-0.862,-0.141,9.547,22.937,3.824
-0.489,-0.863,-0.144,9.226,21.860,4.077
-0.489,-0.864,-0.147,8.911,20.659,4.374
-0.489,-0.866,-0.150,8.595,19.370,4.729
-0.489,-0.868,-0.153,8.252,18.015,5.169
-0.488,-0.870,-0.156,7.876,16.646,5.708
-0.488,-0.872,-0.158,7.443,15.244,6.347

-0.452,-0.561,0.894,6.372,14.834,4.991
-0.451,-0.560,0.900,5.149,14.480,3.564
-0.449,-0.560,0.907,3.883,14.231,2.073
-0.448,-0.559,0.912,2.696,14.093,0.537
-0.447,-0.560,0.916,1.777,14.125,-1.049
-0.445,-0.560,0.919,1.296,14.372,-2.765
-0.444,-0.560,0.922,1.041,14.867,-4.527
-0.444,-0.558,0.924,0.910,15.624,-6.312
-0.443,-0.556,0.925,0.845,16.744,-8.141
-0.443,-0.552,0.927,0.723,18.108,-10.020
-0.441,-0.547,0.929,0.356,19.719,-11.893
-0.441,-0.541,0.931,-0.558,21.519,-13.907
-0.440,-0.535,0.932,-1.901,23.490,-16.126
-0.440,-0.529,0.931,-3.441,25.682,-18.519
-0.440,-0.523,0.929,-4.907,27.954,-21.114
-0.440,-0.520,0.928,-6.125,30.221,-24.107
-0.439,-0.518,0.929,-7.096,32.484,-27.307
-0.439,-0.517,0.931,-7.749,34.930,-30.571
-0.437,-0.518,0.934,-8.043,37.560,-33.835
-0.435,-0.520,0.939,-7.800,40.439,-37.123
-0.432,-0.524,0.942,-6.890,43.644,-40.303
-0.428,-0.528,0.943,-4.766,47.476,-43.230
-0.424,-0.531,0.943,-0.802,51.689,-46.170
-0.421,-0.532,0.944,5.541,56.169,-49.592
-0.419,-0.534,0.943,13.611,60.825,-53.347
-0.417,-0.535,0.939,23.468,65.992,-57.506
-0.415,-0.538,0.934,33.660,71.533,-61.985
-0.412,-0.540,0.929,41.406,77.492,-66.364
-0.410,-0.540,0.925,46.098,83.693,-70.646
-0.406,-0.539,0.922,48.123,90.268,-74.960
-0.402,-0.538,0.918,48.299,97.241,-79.529
-0.397,-0.540,0.914,47.389,104.092,-84.671
-0.392,-0.543,0.910,44.905,110.804,-90.627
-0.387,-0.547,0.905,40.595,117.454,-96.893
-0.381,-0.555,0.895,34.712,124.336,-103.297
-0.373,-0.567,0.882,28.131,131.424,-109.416
-0.365,-0.588,0.865,22.622,138.928,-114.687
-0.356,-0.610,0.845,19.021,146.523,-118.475
-0.345,-0.629,0.826,17.172,154.164,-120.638
-0.334,-0.644,0.808,16.243,162.239,-121.752
-0.322,-0.651,0.792,15.847,169.951,-122.051
-0.310,-0.659,0.776,15.502,176.601,-121.864
-0.298,-0.668,0.756,15.175,180.099,-121.214
-0.286,-0.679,0.733,14.831,184.362,-120.057
-0.275,-0.692,0.709,14.423,187.352,-118.440
-0.266,-0.705,0.684,13.804,188.980,-116.343
-0.258,-0.716,0.660,12.662,189.315,-114.119
-0.251,-0.728,0.633,11.288,188.633,-111.928
-0.246,-0.740,0.604,9.874,186.733,-109.775
-0.241,-0.752,0.575,8.538,184.000,-107.592
-0.237,-0.766,0.545,7.433,180.668,-105.318
-0.234,-0.780,0.516,6.849,176.953,-103.020
-0.232,-0.793,0.488,6.597,172.998,-100.686
-0.231,-0.804,0.459,6.708,168.931,-98.373
-0.231,-0.814,0.433,7.027,164.968,-96.052
-0.232,-0.821,0.410,7.402,160.909,-93.742
-0.236,-0.826,0.383,8.205,156.568,-91.493
-0.241,-0.830,0.361,9.000,152.294,-89.304
-0.243,-0.833,0.342,9.647,148.235,-87.155
-0.244,-0.834,0.325,9.927,144.094,-84.923
-0.250,-0.835,0.310,10.635,140.401,-82.924
-0.252,-0.835,0.292,10.706,136.975,-80.800
-0.257,-0.837,0.275,10.601,133.301,-78.886
-0.265,-0.838,0.255,10.478,129.689,-77.047
-0.273,-0.840,0.239,10.232,125.896,-75.270
-0.278,-0.842,0.223,9.940,122.356,-73.592
-0.281,-0.846,0.209,9.703,119.122,-71.962
-0.284,-0.850,0.196,9.599,115.919,-70.314
-0.287,-0.855,0.186,9.673,112.782,-68.660
-0.291,-0.859,0.176,9.877,109.742,-66.846
-0.295,-0.862,0.168,10.178,106.807,-65.000
-0.299,-0.863,0.160,10.434,103.989,-63.235
-0.304,-0.863,0.152,10.565,101.277,-61.561
-0.309,-0.864,0.146,10.500,98.614,-59.877
-0.314,-0.864,0.140,10.210,96.000,-58.249
-0.320,-0.864,0.134,9.777,93.455,-56.747
-0.325,-0.865,0.127,9.293,90.982,-55.360
-0.329,-0.866,0.121,8.813,88.580,-54.037
-0.332,-0.868,0.116,8.357,86.248,-52.718
-0.336,-0.870,0.110,7.937,83.983,-51.367
-0.340,-0.871,0.104,7.563,81.783,-49.998
-0.343,-0.874,0.097,7.266,79.643,-48.618
-0.347,-0.876,0.091,7.026,77.560,-47.241
-0.350,-0.878,0.086,6.800,75.527,-45.825
-0.353,-0.879,0.082,6.527,73.541,-44.395
-0.356,-0.880,0.078,6.203,71.599,-42.975
-0.359,-0.881,0.074,5.858,69.698,-41.581
-0.362,-0.882,0.071,5.504,67.711,-40.216
-0.366,-0.883,0.068,5.096,65.637,-38.880
-0.369,-0.884,0.065,4.647,63.443,-37.566
-0.372,-0.885,0.061,4.149,61.198,-36.270
-0.375,-0.887,0.057,3.607,58.903,-34.969
-0.377,-0.889,0.053,3.059,56.580,-33.625
-0.379,-0.892,0.049,2.537,54.148,-32.245
-0.381,-0.895,0.046,2.035,51.551,-30.823
-0.383,-0.898,0.042,1.621,48.944,-29.363
-0.385,-0.900,0.039,1.314,46.316,-27.863
-0.387,-0.903,0.037,1.145,43.668,-26.303
-0.390,-0.905,0.036,1.049,40.982,-24.709
-0.394,-0.907,0.036,0.975,38.280,-23.088
-0.397,-0.908,0.036,0.893,35.732,-21.437
-0.400,-0.909,0.036,0.810,33.391,-19.796
-0.403,-0.908,0.036,0.738,31.267,-18.220
-0.407,-0.908,0.036,0.635,29.281,-16.689
-0.406,-0.908,0.036,0.429,27.376,-15.175
-0.408,-0.907,0.036,0.046,25.541,-13.664
-0.410,-0.907,0.036,-0.593,23.750,-12.178
-0.412,-0.908,0.034,-1.297,22.006,-10.734
-0.413,-0.909,0.032,-1.954,20.268,-9.343
-0.414,-0.911,0.029,-2.447,18.510,-7.992
-0.415,-0.913,0.025,-2.717,16.672,-6.630
-0.417,-0.915,0.023,-2.762,14.666,-5.200
-0.419,-0.917,0.022,-2.741,12.457,-3.717
-0.423,-0.917,0.023,-2.714,10.052,-2.207
-0.426,-0.917,0.025,-2.727,7.699,-0.692
-0.429,-0.917,0.027,-2.822,5.459,0.827
-0.433,-0.916,0.029,-3.014,3.301,2.351
-0.437,-0.915,0.031,-3.261,1.171,3.850
-0.441,-0.915,0.031,-3.415,-0.956,5.276

-0.332,-0.794,0.778,-2.800,-1.077,7.111
-0.335,-0.793,0.777,-2.188,-1.169,9.320
-0.340,-0.791,0.778,-1.601,-1.267,11.806
-0.345,-0.787,0.779,-1.103,-1.369,14.467
-0.349,-0.783,0.781,-0.783,-1.464,17.364
-0.353,-0.779,0.783,-0.603,-1.497,20.515
-0.356,-0.776,0.785,-0.509,-1.490,23.815
-0.357,-0.772,0.788,-0.500,-1.414,27.486
-0.358,-0.770,0.790,-0.530,-1.278,31.412
-0.359,-0.767,0.792,-0.612,-1.063,35.662
-0.358,-0.764,0.793,-0.714,-0.826,40.387
-0.358,-0.760,0.795,-0.852,-0.609,45.812
-0.358,-0.755,0.796,-1.009,-0.411,51.578
-0.358,-0.751,0.799,-1.176,-0.245,57.691
-0.359,-0.745,0.802,-1.326,-0.118,64.107
-0.360,-0.739,0.806,-1.523,0.004,70.866
-0.362,-0.731,0.810,-1.798,0.136,77.645
-0.364,-0.724,0.815,-2.153,0.298,84.481
-0.366,-0.717,0.820,-2.595,0.471,91.323
-0.369,-0.709,0.823,-3.070,0.664,100.049
-0.371,-0.701,0.826,-3.534,0.886,106.849
-0.373,-0.693,0.828,-3.926,1.105,113.707
-0.376,-0.683,0.830,-4.234,1.299,120.510
-0.380,-0.671,0.832,-4.530,1.474,127.183
-0.384,-0.658,0.835,-4.890,1.646,133.717
-0.387,-0.644,0.838,-5.347,1.828,140.176
-0.391,-0.629,0.841,-5.806,1.990,146.324
-0.394,-0.613,0.843,-6.256,2.109,152.115
-0.397,-0.597,0.846,-6.689,2.212,157.584
-0.400,-0.579,0.848,-7.086,2.302,162.750
-0.403,-0.560,0.851,-7.449,2.365,167.621
