aX,aY,aZ,gX,gY,gZ
0.278,-0.253,1.451,-18.988,-61.382,-15.921
0.281,-0.253,1.440,-18.417,-62.109,-15.672
0.285,-0.253,1.428,-17.881,-62.699,-15.390
0.289,-0.252,1.417,-17.361,-62.991,-15.102
0.293,-0.250,1.405,-16.839,-63.101,-14.835
0.297,-0.248,1.394,-16.274,-63.012,-14.609
0.301,-0.246,1.382,-15.681,-62.749,-14.439
0.305,-0.244,1.370,-15.082,-62.344,-14.320
0.309,-0.242,1.359,-14.479,-61.831,-14.234
0.312,-0.241,1.350,-13.890,-61.309,-14.165
0.315,-0.241,1.342,-13.377,-60.864,-14.118
0.319,-0.241,1.335,-12.985,-60.500,-14.064
0.323,-0.241,1.327,-12.678,-60.138,-14.033
0.327,-0.241,1.319,-12.417,-59.753,-14.008
0.331,-0.241,1.311,-12.175,-59.290,-13.959
0.336,-0.241,1.303,-11.884,-58.754,-13.890
0.341,-0.240,1.296,-11.553,-58.131,-13.801
0.347,-0.240,1.288,-11.167,-57.360,-13.710
0.352,-0.239,1.281,-10.786,-56.479,-13.602
0.357,-0.238,1.273,-10.352,-55.543,-13.478
0.361,-0.237,1.265,-9.870,-54.613,-13.339
0.366,-0.237,1.259,-9.423,-53.682,-13.199
0.370,-0.236,1.253,-9.120,-52.774,-13.055
0.374,-0.236,1.247,-8.930,-51.895,-12.894
0.379,-0.237,1.241,-8.836,-51.066,-12.712
0.383,-0.237,1.234,-8.820,-50.260,-12.516
0.388,-0.236,1.228,-8.870,-49.442,-12.329
0.393,-0.235,1.222,-8.936,-48.602,-12.116
0.398,-0.235,1.215,-8.956,-47.759,-11.868
0.403,-0.234,1.207,-8.910,-46.895,-11.599
0.408,-0.234,1.200,-8.768,-45.968,-11.302
0.412,-0.234,1.192,-8.530,-45.010,-10.964
0.416,-0.234,1.183,-8.196,-44.034,-10.591
0.420,-0.233,1.175,-7.795,-43.033,-10.196
0.424,-0.231,1.168,-7.436,-42.019,-9.788
0.427,-0.230,1.161,-7.126,-41.035,-9.380
0.429,-0.229,1.155,-6.867,-40.094,-8.990
0.432,-0.228,1.149,-6.684,-39.200,-8.617
0.434,-0.227,1.143,-6.604,-38.347,-8.287
0.436,-0.226,1.137,-6.583,-37.506,-8.013
0.439,-0.225,1.130,-6.583,-36.655,-7.791
0.441,-0.223,1.123,-6.603,-35.794,-7.602
0.443,-0.222,1.116,-6.610,-34.928,-7.461
0.446,-0.221,1.109,-6.622,-34.056,-7.336
0.448,-0.219,1.103,-6.643,-33.192,-7.217
0.450,-0.218,1.096,-6.688,-32.349,-7.118
0.452,-0.217,1.090,-6.752,-31.529,-7.054
0.454,-0.217,1.083,-6.834,-30.727,-6.993
0.456,-0.216,1.076,-6.913,-29.961,-6.941
0.458,-0.216,1.070,-6.961,-29.255,-6.879
0.460,-0.216,1.065,-6.949,-28.599,-6.817
0.462,-0.217,1.060,-6.883,-27.989,-6.757
0.464,-0.217,1.055,-6.774,-27.401,-6.690
0.466,-0.218,1.050,-6.630,-26.841,-6.617
0.468,-0.218,1.045,-6.472,-26.276,-6.550
0.470,-0.218,1.040,-6.342,-25.703,-6.484
0.472,-0.217,1.035,-6.260,-25.111,-6.420
0.474,-0.217,1.030,-6.211,-24.500,-6.365
0.476,-0.216,1.025,-6.184,-23.862,-6.314
0.478,-0.216,1.020,-6.170,-23.206,-6.262
0.480,-0.215,1.016,-6.149,-22.539,-6.213
0.481,-0.216,1.011,-6.108,-21.906,-6.165
0.483,-0.216,1.007,-6.034,-21.318,-6.113
0.484,-0.217,1.004,-5.938,-20.778,-6.063
0.485,-0.218,1.000,-5.817,-20.279,-6.006
0.487,-0.219,0.996,-5.662,-19.818,-5.948
0.488,-0.219,0.992,-5.494,-19.393,-5.888
0.489,-0.220,0.988,-5.350,-19.001,-5.811
0.491,-0.220,0.984,-5.231,-18.598,-5.728
0.492,-0.220,0.980,-5.135,-18.174,-5.631
0.494,-0.220,0.975,-5.057,-17.710,-5.532
0.495,-0.220,0.971,-4.984,-17.204,-5.428
0.496,-0.220,0.968,-4.898,-16.640,-5.327
