aX,aY,aZ,gX,gY,gZ
0.194,-0.985,0.104,-5.010,-4.036,0.158
0.194,-0.985,0.104,-4.855,-4.052,0.303
0.194,-0.985,0.103,-4.641,-4.023,0.436
0.193,-0.984,0.103,-4.427,-3.973,0.570
0.193,-0.984,0.103,-4.250,-3.937,0.648
0.193,-0.984,0.102,-4.068,-3.906,0.674
0.193,-0.984,0.102,-3.892,-3.877,0.643
0.192,-0.984,0.102,-3.703,-3.831,0.592
0.192,-0.983,0.102,-3.494,-3.781,0.522
0.192,-0.983,0.102,-3.338,-3.729,0.431
0.192,-0.984,0.102,-3.210,-3.669,0.325
0.192,-0.984,0.102,-3.072,-3.583,0.255
0.192,-0.984,0.102,-2.890,-3.441,0.196
0.192,-0.984,0.101,-2.696,-3.280,0.141
0.192,-0.984,0.101,-2.458,-3.107,0.086
0.192,-0.984,0.101,-2.154,-2.915,0.035
0.192,-0.984,0.101,-1.862,-2.697,0.021
0.192,-0.984,0.100,-1.572,-2.466,0.014
0.192,-0.984,0.100,-1.361,-2.258,-0.037
0.192,-0.984,0.100,-1.116,-2.070,-0.106
0.192,-0.984,0.100,-0.893,-1.904,-0.224

0.355,-1.213,0.290,3.123,-1.027,6.139
0.355,-1.213,0.291,5.634,0.165,12.472
0.353,-1.211,0.291,6.877,1.474,18.516
0.350,-1.211,0.288,7.187,2.806,24.062
0.347,-1.210,0.284,7.274,4.075,29.119
0.342,-1.211,0.279,7.477,5.158,33.663
0.337,-1.212,0.274,7.814,5.998,37.763
0.332,-1.214,0.268,8.244,6.574,41.577
0.326,-1.216,0.263,8.771,7.043,45.223
0.320,-1.218,0.258,9.433,7.461,48.679
0.314,-1.220,0.253,10.131,7.885,51.978
0.308,-1.223,0.248,10.696,8.415,55.210
0.303,-1.225,0.243,10.988,9.084,58.682
0.296,-1.227,0.237,11.163,9.860,62.242
0.290,-1.228,0.231,11.342,10.656,65.793
0.282,-1.228,0.225,11.499,11.395,69.256
0.275,-1.228,0.219,11.522,12.029,72.607
0.267,-1.227,0.212,11.583,12.508,75.898
0.259,-1.226,0.205,11.827,12.824,79.109
0.249,-1.225,0.199,12.660,12.860,82.183
0.240,-1.223,0.194,14.045,12.572,85.103
0.232,-1.222,0.191,15.860,12.013,88.108
0.223,-1.219,0.189,18.342,11.337,91.256
0.215,-1.216,0.189,21.793,10.643,94.319
0.208,-1.212,0.190,26.192,10.004,97.223
0.200,-1.207,0.192,31.729,9.576,100.052
0.194,-1.201,0.195,38.402,9.304,102.870
0.188,-1.194,0.199,45.740,9.209,105.876
0.183,-1.186,0.202,53.428,9.385,109.389
0.179,-1.178,0.207,61.197,9.864,113.489
0.174,-1.168,0.212,68.864,10.604,118.490
