aX,aY,aZ,gX,gY,gZ
0.385,-0.121,1.137,-11.355,37.636,38.681
0.359,-0.120,1.129,14.045,32.980,39.282
0.335,-0.116,1.121,32.273,26.807,39.449
0.311,-0.107,1.116,41.807,19.853,39.214
0.290,-0.094,1.112,44.675,14.893,38.658
0.274,-0.080,1.106,44.354,10.426,37.775
0.261,-0.068,1.100,42.690,7.942,36.496
0.251,-0.056,1.093,38.980,7.038,34.848
0.241,-0.046,1.090,33.154,7.029,32.726
0.231,-0.041,1.087,25.604,7.436,30.452
0.220,-0.037,1.085,18.209,8.034,28.174
0.207,-0.036,1.083,11.799,8.563,25.996
0.193,-0.034,1.081,6.723,8.743,23.997
0.178,-0.034,1.079,3.010,8.630,22.271
0.163,-0.033,1.076,0.496,8.166,20.871
0.149,-0.033,1.073,-1.026,7.377,19.809
0.134,-0.032,1.069,-1.563,6.389,19.134
0.121,-0.032,1.066,-1.604,5.333,18.696
0.108,-0.031,1.063,-1.284,4.323,18.434
0.096,-0.031,1.060,-0.626,3.499,18.292
0.084,-0.030,1.059,0.293,2.874,18.275
0.074,-0.029,1.057,1.373,2.441,18.325
0.063,-0.027,1.057,2.397,2.174,18.397
0.053,-0.025,1.056,3.264,2.025,18.458
0.043,-0.023,1.057,3.924,1.981,18.506
0.033,-0.021,1.057,4.342,1.983,18.517
0.023,-0.019,1.057,4.539,1.990,18.471
0.013,-0.017,1.058,4.572,1.979,18.356
0.004,-0.015,1.058,4.490,1.941,18.177
-0.005,-0.013,1.057,4.348,1.893,17.957
-0.015,-0.010,1.057,4.150,1.835,17.714
-0.024,-0.008,1.056,3.942,1.780,17.449
-0.032,-0.006,1.055,3.809,1.791,17.170
-0.041,-0.004,1.053,3.750,1.859,16.904
-0.050,-0.001,1.052,3.751,1.962,16.667
-0.058,0.001,1.051,3.828,2.068,16.438
-0.067,0.002,1.050,3.955,2.135,16.205
-0.075,0.003,1.049,4.139,2.167,15.972
-0.082,0.004,1.047,4.372,2.190,15.739
-0.088,0.005,1.046,4.620,2.216,15.506
-0.094,0.006,1.044,4.841,2.237,15.278
-0.100,0.007,1.043,5.009,2.253,15.043
-0.106,0.008,1.043,5.109,2.224,14.810
-0.112,0.009,1.041,5.175,2.169,14.582
-0.117,0.010,1.040,5.194,2.117,14.358
-0.122,0.011,1.038,5.159,2.100,14.144
-0.127,0.011,1.037,5.110,2.130,13.942
-0.132,0.012,1.035,5.075,2.208,13.774
-0.136,0.013,1.033,5.044,2.312,13.633
-0.141,0.013,1.032,5.006,2.413,13.523
-0.145,0.014,1.030,5.012,2.521,13.415
-0.149,0.014,1.028,5.058,2.639,13.309
-0.154,0.015,1.026,5.141,2.765,13.213
-0.158,0.016,1.024,5.235,2.882,13.114
-0.162,0.017,1.022,5.335,2.971,13.002
