aX,aY,aZ,gX,gY,gZ
0.636,0.145,0.920,-3.471,-22.481,-14.123
0.637,0.146,0.917,-3.411,-22.078,-14.075
0.638,0.147,0.914,-3.419,-21.635,-14.021
0.639,0.148,0.911,-3.511,-21.162,-13.950
0.640,0.148,0.908,-3.696,-20.680,-13.868
0.641,0.149,0.906,-3.941,-20.196,-13.777
0.642,0.149,0.903,-4.237,-19.735,-13.683
0.643,0.149,0.900,-4.522,-19.300,-13.579
0.644,0.150,0.897,-4.762,-18.889,-13.460
0.645,0.150,0.894,-4.918,-18.492,-13.327
0.645,0.150,0.891,-5.000,-18.104,-13.177
0.646,0.150,0.888,-5.025,-17.691,-13.014
0.646,0.150,0.884,-5.006,-17.245,-12.844
0.647,0.151,0.880,-4.962,-16.773,-12.653
0.647,0.151,0.877,-4.902,-16.291,-12.457
0.647,0.151,0.875,-4.832,-15.827,-12.256
0.648,0.150,0.872,-4.767,-15.396,-12.047
0.648,0.150,0.870,-4.730,-14.993,-11.835
0.649,0.150,0.867,-4.729,-14.610,-11.611
0.649,0.150,0.864,-4.756,-14.242,-11.392
0.650,0.150,0.862,-4.800,-13.865,-11.179
0.650,0.149,0.859,-4.869,-13.493,-10.962
0.651,0.149,0.857,-4.956,-13.132,-10.752
0.651,0.149,0.855,-5.052,-12.788,-10.546
0.652,0.149,0.852,-5.119,-12.428,-10.332
0.653,0.149,0.849,-5.163,-12.025,-10.105
0.653,0.148,0.846,-5.190,-11.597,-9.867
0.654,0.148,0.844,-5.182,-11.161,-9.610
0.655,0.147,0.842,-5.140,-10.721,-9.336
0.655,0.147,0.839,-5.077,-10.275,-9.042
0.656,0.147,0.837,-5.031,-9.818,-8.734
0.657,0.147,0.835,-4.998,-9.367,-8.420
0.657,0.146,0.833,-4.977,-8.933,-8.105
0.657,0.146,0.832,-4.961,-8.519,-7.793
0.658,0.146,0.830,-4.953,-8.129,-7.494
0.658,0.147,0.828,-4.966,-7.757,-7.204
0.658,0.147,0.826,-5.004,-7.398,-6.935
0.658,0.147,0.824,-5.073,-7.065,-6.689
0.657,0.147,0.823,-5.169,-6.768,-6.465
0.657,0.147,0.821,-5.260,-6.486,-6.259
0.657,0.147,0.818,-5.364,-6.193,-6.069
0.657,0.147,0.817,-5.512,-5.898,-5.886
0.657,0.147,0.815,-5.687,-5.604,-5.713
0.657,0.146,0.813,-5.870,-5.334,-5.543
0.656,0.146,0.811,-6.037,-5.085,-5.374
0.656,0.146,0.809,-6.165,-4.860,-5.194
0.656,0.145,0.807,-6.205,-4.647,-5.008
0.656,0.145,0.806,-6.186,-4.448,-4.816
0.656,0.145,0.804,-6.120,-4.269,-4.615
0.655,0.144,0.803,-6.008,-4.100,-4.417
0.655,0.144,0.801,-5.873,-3.940,-4.218
0.655,0.144,0.800,-5.744,-3.786,-4.020
0.655,0.144,0.800,-5.632,-3.636,-3.831

0.321,-0.262,1.364,-9.305,3.387,-5.077
0.302,-0.268,1.396,-12.784,3.699,-6.675
0.283,-0.282,1.417,-14.404,2.946,-9.035
0.276,-0.289,1.437,-15.354,2.750,-10.795
0.273,-0.295,1.451,-16.445,3.300,-11.933
0.263,-0.299,1.453,-17.014,4.448,-12.697
0.272,-0.307,1.444,-17.279,5.991,-13.271
0.253,-0.298,1.442,-16.932,6.260,-13.925
0.240,-0.290,1.441,-16.973,6.346,-14.268
0.235,-0.284,1.433,-17.102,7.151,-14.153
0.227,-0.279,1.423,-17.025,8.043,-13.685
0.217,-0.273,1.410,-16.599,8.597,-13.209
0.208,-0.264,1.397,-16.005,9.098,-12.802
0.200,-0.254,1.382,-15.474,9.353,-12.512
0.192,-0.244,1.365,-14.963,9.381,-12.341
0.184,-0.234,1.347,-14.363,9.183,-12.321
0.178,-0.224,1.329,-13.783,8.930,-12.383
0.172,-0.215,1.311,-13.272,8.580,-12.458
0.168,-0.207,1.295,-12.732,7.982,-12.580
0.165,-0.201,1.280,-12.135,7.238,-12.793
0.163,-0.197,1.267,-11.507,6.429,-13.018
0.161,-0.194,1.256,-10.851,5.583,-13.244
0.161,-0.191,1.246,-10.192,4.703,-13.452
0.160,-0.190,1.237,-9.554,3.838,-13.622
0.160,-0.189,1.229,-8.968,3.005,-13.745
0.159,-0.189,1.221,-8.443,2.177,-13.856
0.158,-0.189,1.213,-7.965,1.367,-13.939
0.157,-0.190,1.205,-7.480,0.538,-14.031
0.155,-0.191,1.196,-7.007,-0.275,-14.111
0.153,-0.191,1.189,-6.557,-1.100,-14.179
0.151,-0.191,1.181,-6.112,-1.972,-14.255
0.148,-0.190,1.175,-5.687,-2.855,-14.327
0.146,-0.189,1.168,-5.257,-3.793,-14.380
0.143,-0.188,1.161,-4.809,-4.757,-14.448
0.141,-0.187,1.153,-4.332,-5.761,-14.497
0.139,-0.185,1.146,-3.855,-6.823,-14.510
0.137,-0.183,1.138,-3.398,-7.957,-14.547
0.135,-0.181,1.132,-3.007,-9.153,-14.578
0.134,-0.179,1.126,-2.670,-10.337,-14.598
0.133,-0.177,1.120,-2.332,-11.505,-14.577
0.133,-0.176,1.115,-2.014,-12.641,-14.542
0.133,-0.174,1.111,-1.708,-13.853,-14.518
